,회사명,거래소코드,회계년도,부실판단
16925,성동산업(주),47099,2017,0
16926,현우산기(주),47103,2022,0
16927,동국정밀주식회사,47104,2014,
16928,주식회사어시스트코리아,47107,2022,0
16929,(주)예성건축종합건축사사무소,47109,2022,0
16930,(주)삼우에코,47115,2022,0
16931,럭스피아(주),47122,2014,0
16932,주식회사케이엠텍,47124,2022,0
16933,옥천산업주식회사,47129,2022,0
16934,(주)아이엠아이,47139,2022,0
16935,윌테크놀러지(주),47140,2022,0
16936,화성종합건설주식회사,47142,2022,0
16937,(주)오뗄,47153,2022,0
16938,마이스터건설(주),47157,2022,0
16939,(주)청림인터내셔날,47158,2022,0
16940,(주)대흥인텍스,47164,2022,
16941,(주)넥스필,47168,2022,
16942,(주)제일공사,47183,2022,0
16943,(주)에이치씨글로벌,47184,2022,0
16944,(주)삼호정기,47191,2021,0
16945,주식회사한창산업,47206,2019,0
16946,주식회사부건,47207,2019,0
16947,주식회사수도권환경,47209,2018,0
16948,주식회사태크마린,47214,2022,0
16949,대지건설,47221,2014,0
16950,두림야스카와(주),47222,2022,0
16951,(주)태림,47223,2014,0
16952,(주)삼비,47230,2022,0
16953,(주)알엔지,47244,2022,0
16954,(주)한삼시스템,47253,2022,0
16955,주식회사빌텍,47254,2022,0
16956,주식회사고려종합건설,47266,2014,0
16957,(주)경민,47267,2022,0
16958,(주)엔키아,47271,2022,0
16959,(주)에스컴,47276,2014,0
16960,랜드마크씨앤디(주),47296,2014,0
16961,(주)동명베아링,47297,2022,0
16962,(주)진양오일씰,47298,2022,0
16963,엔지유인터내셔날(주),47299,2022,0
16964,(주)에이스지앤월드,47306,2019,0
16965,주식회사삼우건설,47316,2022,0
16966,(주)스킨사이언스,47318,2022,0
16967,한국이엠주식회사,47320,2019,0
16968,(주)보광산업,47321,2014,0
16969,(주)오렌지엔지니어링,47327,2022,0
16970,(주)청암,47330,2022,0
16971,주식회사일신정밀,47331,2022,0
16972,삼성석회주식회사,47332,2022,0
16973,강림인슈(주),47333,2022,0
16974,(주)테스콤,47334,2022,0
16975,세움종합건설(주),47340,2022,0
16976,신진종합건설(주),47347,2022,0
16977,삼공기어공업(주),47349,2022,0
16978,주식회사월드탑이엔지,47352,2022,0
16979,코덱(주),47357,2020,0
16980,(주)젠푸드,47361,2022,0
16981,신화주택주식회사,47364,2016,0
16982,덕우전자(주),47365,2016,0
16983,(주)우창기업,47366,2022,0
16984,비룡전자(주),47367,2022,0
16985,주식회사아시아전관,47371,2022,0
16986,(주)석교상사,47375,2022,0
16987,(주)현대테크,47376,2017,0
16988,(주)태성공업,47381,2022,0
16989,(주)현대피팅,47384,2022,0
16990,산하건설(주),47388,2022,0
16991,주식회사코아스틸,47389,2022,0
16992,주식회사케이원목재,47391,2021,0
16993,(주)에스엠트로닉스,47399,2017,0
16994,주식회사구일엔지니어링,47405,2022,0
16995,주식회사지더블유코리아,47406,2017,0
16996,(주)다우델타,47415,2019,0
16997,일야씨에스주식회사,47423,2022,0
16998,덕흥건설주식회사,47429,2022,0
16999,동북특수강한국(주),47431,2022,0
17000,(주)준건설,47434,2022,0
17001,(주)이남건설,47437,2014,0
17002,(주)제이엔에스,47440,2019,0
17003,주식회사비오메리으코리아,47445,2022,0
17004,(주)가인철강,47446,2022,0
17005,(주)미르시스템,47449,2022,0
17006,주식회사비에스지,47450,2022,0
17007,아주목재주식회사,47455,2022,0
17008,(주)성진글로벌,47457,2022,
17009,(주)동우밸브콘트롤,47465,2020,0
17010,태영세라믹주식회사,47469,2022,0
17011,주식회사성우엔비테크,47477,2022,0
17012,씨앤에이치주식회사,47480,2019,0
17013,주식회사삼원전력,47484,2022,0
17014,한국맥널티(주),47492,2014,0
17015,주식회사유진수산,47521,2020,0
17016,(주)삼우아트,47525,2022,0
17017,오비트,47535,2019,0
17018,조은개발(주),47574,2018,0
17019,정화폴리테크공업(주),47636,2022,0
17020,철도산업개발주식회사,47650,2018,0
17021,부산아쿠아리아투엔티원(주),47670,2022,0
17022,아이에스티엠씨주식회사,47686,2022,0
17023,오양관광(주),47739,2019,0
17024,주식회사엠투소프트,47752,2017,0
17025,유티모스트아이엔에스(주),47756,2022,0
17026,선광종합물류(주),47766,2021,0
17027,(주)경동이앤에스,47770,2022,0
17028,비디아이주식회사,47777,2015,0
17029,파이프뱅크주식회사,47778,2019,0
17030,아진교통주식회사,47789,2022,0
17031,거북선2호선박투자회사,47791,2015,0
17032,거북선3호선박투자회사,47792,2015,0
17033,(주)대곤코퍼레이션,47795,2022,0
17034,콘티넨탈오토모티브코리아,47797,2022,0
17035,(주)아이사운드,47809,2016,0
17036,하이얼전자판매주식회사,47813,2022,0
17037,다이헨한국(주),47815,2022,0
17038,(주)엄지하우스,47821,2014,0
17039,영진철강(주),47830,2022,0
17040,쿠도커뮤니케이션(주),47833,2022,0
17041,케이웨더(주),47838,2022,0
17042,(주)천일국제보세창고,47845,2016,0
17043,(주)제시앤코,47854,2022,0
17044,주식회사다이코,47855,2022,0
17045,(주)와이제이씨,47856,2022,0
17046,한국드라이베아링(주),47857,2022,0
17047,주식회사이시아폴리스,47863,2019,0
17048,(주)유넥스,47864,2015,0
17049,범진아이엔디(주),47870,2014,0
17050,선민수산(주),47883,2022,0
17051,(주)동부토건,47884,2022,0
17052,포우산업주식회사,47892,2022,0
17053,씨앤지하이테크(주),47893,2016,0
17054,(주)시스타,47900,2022,0
17055,주식회사티지에스,47908,2022,0
17056,태종약품주식회사,47915,2022,0
17057,김천그린환경주식회사,47920,2020,0
17058,(주)에스제이씨,47924,2022,0
17059,한미IT(주),47932,2016,0
17060,아이비환경주식회사,47950,2014,0
17061,(주)에스제이금속,47956,2022,0
17062,(주)제이케이케이인베스트먼트,47959,2021,0
17063,에이펫(주),47961,2022,0
17064,스포츠토토온라인(주),47964,2015,0
17065,주식회사젠토,47969,2014,0
17066,(주)서울승합,47974,2022,0
17067,(주)디바이스이엔지,47985,2016,0
17068,대화메탈주식회사,47993,2016,0
17069,파이오락스(주),47994,2022,0
17070,대한메탈(주),47998,2022,0
17071,(주)에이디텍,48002,2017,0
17072,(주)동보스틸,48004,2019,0
17073,엘에스통신주식회사,48009,2022,0
17074,(주)경화엔지니어링,48014,2022,0
17075,한국통신인터넷기술(주),48029,2022,0
17076,(주)대영베이스,48030,2022,0
17077,(주)와이즈,48032,2022,0
17078,삼우합금공업(주),48042,2022,0
17079,(주)청학씨앤디,48045,2022,0
17080,주식회사진명에이엘씨,48050,2022,0
17081,본하이테크(주),48054,2022,0
17082,동진기연주식회사,48056,2022,0
17083,한국케이지주식회사,48057,2022,0
17084,합동산업주식회사,48058,2022,0
17085,주식회사효성약품,48067,2022,0
17086,대한철강(주),48074,2022,0
17087,삼광씨앤비(주),48077,2016,0
17088,한국메디홀스주식회사,48088,2022,0
17089,(주)성현케미칼,48103,2022,0
17090,주식회사에스디비,48106,2022,0
17091,일산에듀피아(주),48125,2022,0
17092,(주)앤비젼,48136,2022,0
17093,시너스주식회사,48137,2022,0
17094,(주)동심,48142,2022,0
17095,주식회사샤트렌,48147,2014,0
17096,주식회사금아하이드파워,48151,2022,0
17097,강원학교관리(주),48153,2021,0
17098,(주)대선스틸,48157,2022,0
17099,주식회사티비카본,48167,2022,0
17100,주식회사에이치케이알,48177,2018,0
17101,유진화학(주),48184,2022,0
17102,태광가공지산업(주),48191,2022,0
17103,성신공업(주),48207,2022,0
17104,에스큐아이소프트(주),48209,2022,0
17105,(주)유림,48217,2022,0
17106,현대개발(주),48226,2022,0
17107,홍익에너지주식회사,48227,2020,0
17108,주식회사원보,48232,2022,0
17109,우리도시개발주식회사,48236,2022,0
17110,주식회사서화,48237,2022,0
17111,(주)거산기계,48244,2021,0
17112,세진기술산업(주),48246,2022,0
17113,주식회사성미에스테크,48253,2022,0
17114,주식회사프로스테믹스,48258,2014,0
17115,(주)도강메디칼,48264,2022,0
17116,범양공조산업(주),48265,2022,0
17117,주식회사씨스코,48270,2020,0
17118,(주)티앤엘,48275,2019,0
17119,진흥공업(주),48276,2022,0
17120,(주)이씨오,48277,2022,0
17121,주식회사비보존제약,48278,2021,0
17122,영한산업(주),48284,2022,0
17123,프리시스(주),48302,2022,0
17124,보성환경(주),48314,2015,0
17125,주식회사블루플래닛,48319,2022,0
17126,한본인더스트리주식회사,48323,2022,0
17127,(주)한일엠이씨,48330,2022,0
17128,주식회사성원건설,48333,2014,0
17129,(주)신호정유,48338,2022,0
17130,(주)세기,48346,2022,0
17131,동화윈(주),48348,2022,0
17132,(주)젬텍,48353,2022,0
17133,(주)유니기획,48354,2022,0
17134,플루오르테크주식회사,48356,2022,0
17135,삼흥산업개발주식회사,48357,2022,0
17136,주식회사화영,48358,2022,0
17137,주식회사아이에스엘티,48364,2022,0
17138,주식회사브이디에스,48365,2022,0
17139,(주)성신인스트루먼트,48369,2022,0
17140,(주)대동사,48373,2022,0
17141,대명산업주식회사,48374,2017,0
17142,마산배움터지킴이(주),48377,2022,0
17143,울산1지구교육사업(주),48378,2022,0
17144,(주)세원특수금속,48379,2022,0
17145,울산3지구교육사업(주),48380,2021,0
17146,주식회사파마코스텍,48381,2022,0
17147,(주)거성문화,48383,2022,0
17148,주식회사전오,48385,2022,0
17149,공항시설관리주식회사,48394,2022,0
17150,(주)영진종합전자,48395,2022,0
17151,주식회사솔버스,48399,2022,0
17152,관악교통주식회사,48404,2022,0
17153,한국산업개발(주),48408,2019,0
17154,주식회사피오엠디자인,48409,2014,0
17155,(주)태성정밀,48414,2022,0
17156,(주)영텍,48422,2022,0
17157,주식회사크라운,48429,2022,0
17158,주식회사쎄븐정보기술,48435,2019,0
17159,(주)한성티앤아이,48438,2022,0
17160,(주)포레스코,48439,2022,0
17161,터보파워텍(주),48442,2022,0
17162,늘푸른배움터주식회사,48445,2022,0
17163,(주)에쓰씨기획,48454,2019,0
17164,(주)대영파워펌프,48456,2022,0
17165,주식회사선진종합,48461,2020,0
17166,에스엘피주식회사,48465,2022,0
17167,(주)제이엠피,48467,2022,0
17168,주식회사대진글라스,48468,2022,0
17169,인선기업(주),48471,2022,0
17170,(주)대한볼트,48477,2022,0
17171,(주)이엠에스,48479,2021,0
17172,리치푸드(주),48482,2020,0
17173,주식회사창원벤딩,48486,2022,0
17174,(주)코렉스,48487,2022,0
17175,코아텍(주),48493,2022,0
17176,주식회사유일특수강,48494,2022,0
17177,유파인테크놀러지스(주),48495,2017,0
17178,(주)소원기건,48504,2014,0
17179,승용개발주식회사,48509,2015,0
17180,(주)티와이머티리얼,48520,2014,0
17181,(주)득인기공,48528,2022,0
17182,성지건설개발주식회사,48533,2022,0
17183,영림화학(주),48536,2022,0
17184,쌍용자동차일산정비사업소(주),48540,2022,0
17185,대양판지주식회사,48554,2022,0
17186,(주)마이크로투나노,48556,2022,0
17187,(주)우성케미칼,48559,2022,0
17188,정석개발(주),48562,2020,0
17189,주식회사한국가스스프링,48572,2022,0
17190,메디오피아테크,48574,2022,0
17191,해운약품(주),48594,2021,0
17192,(주)아모그린텍,48599,2017,0
17193,주식회사유니언스,48600,2022,0
17194,만복철강(주),48603,2022,0
17195,대흥철강(주),48605,2021,0
17196,금성전설산업주식회사,48606,2022,0
17197,지오디벨로퍼(주),48608,2018,0
17198,(주)성보산업,48626,2019,0
17199,(주)코난테크놀로지,48633,2021,0
17200,(주)히즈시스템,48634,2022,0
17201,우양강업(주),48640,2017,0
17202,(주)갤러리현대,48644,2022,0
17203,(주)루미가넷,48655,2019,0
17204,(주)유한정밀,48662,2022,0
17205,우신물산(주),48667,2022,0
17206,주식회사한림의료기,48671,2022,0
17207,(주)에어릭스,48676,2022,0
17208,(주)서원기술,48680,2021,0
17209,주식회사신한디엠,48682,2021,0
17210,(주)길성이엔지,48683,2022,0
17211,(주)정선레미콘,48688,2022,0
17212,(주)리뉴시스템,48694,2022,
17213,한주기계공업(주),48703,2022,0
17214,(주)동성에이씨에스,48709,2018,0
17215,광덕철강(주),48710,2022,0
17216,라이쏠,48712,2022,
17217,남해에너지개발(주),48715,2019,0
17218,(주)유니켐,48725,2022,0
17219,(주)한국축지,48732,2022,0
17220,(주)행복한사람들,48739,2020,0
17221,(주)나라씨앤디,48755,2020,0
17222,(주)우진정밀,48759,2022,0
17223,대호관광개발주식회사,48760,2022,0
17224,(주)에이원알폼,48767,2014,0
17225,한국뉴매틱(주),48769,2020,0
17226,(주)광스틸,48770,2022,0
17227,후지라이테크(주),48771,2022,0
17228,미래교역(주),48773,2022,0
17229,한국유니콤밸브주식회사,48774,2021,0
17230,삼원전선(주),48777,2022,0
17231,주식회사상농전선,48778,2022,0
17232,대광흥산주식회사,48779,2022,0
17233,(주)금하에스앤아이,48780,2022,0
17234,(주)리드,48782,2020,0
17235,(주)씨앤엠,48786,2022,0
17236,(주)코텍,48797,2022,0
17237,풍원화학(주),48800,2022,0
17238,(주)다림바이오텍,48801,2022,0
17239,(주)제일메디칼코퍼레이션,48808,2022,0
17240,(주)베르상스퍼시픽,48810,2022,0
17241,(주)피에스오성,48811,2017,0
17242,(주)우리들헬스케어,48812,2022,0
17243,(주)중앙금속,48819,2022,0
17244,(주)다원산업,48829,2019,0
17245,한창산업(주),48830,2022,0
17246,(주)일우상사,48839,2022,0
17247,주식회사해커스어학연구소,48842,2022,0
17248,주식회사한림공원,48843,2019,0
17249,(주)포인텍,48846,2019,0
17250,세영티엠에스,48847,2014,0
17251,(주)티케이씨,48849,2015,0
17252,성도밸브(주),48850,2022,0
17253,주식회사케이엠씨,48851,2022,0
17254,효성기연산업(주),48852,2016,0
17255,(주)옥동공업,48861,2022,0
17256,(주)동양산업,48862,2022,0
17257,(주)영진아스텍,48863,2022,0
17258,대형정밀(주),48865,2022,0
17259,(주)제일정공,48872,2022,0
17260,(주)현성오토텍,48876,2022,0
17261,(주)에치케이씨,48877,2022,0
17262,에이비씨나노텍(주),48887,2019,0
17263,(주)엘케이홀딩스,48890,2022,0
17264,에스탱크엔지니어링(주),48893,2022,0
17265,유한회사아남,48899,2021,0
17266,왕림개발주식회사,48902,2020,0
17267,(주)오리엔탈무역,48909,2014,0
17268,(주)창의와탐구,48915,2022,0
17269,천안농산(주),48921,2019,0
17270,(주)파란하늘앤드지,48925,2022,0
17271,(주)일양종합물류,48926,2022,0
17272,주식회사태정시멘트,48928,2022,0
17273,(주)홍창,48929,2022,0
17274,(주)일신밸브,48930,2022,0
17275,주식회사트라코월드,48942,2022,0
17276,삼부개발주식회사,48949,2014,0
17277,(주)호원테크,48955,2022,0
17278,태동관광개발(주),48957,2022,0
17279,농업회사법인주식회사금돈,48958,2022,0
17280,(주)시스코투자개발,48959,2016,0
17281,(주)쎄븐,48964,2022,0
17282,주식회사디에이치아이,48967,2022,0
17283,쏠라산업개발(주),48974,2022,0
17284,중앙신용정보주식회사,48981,2022,0
17285,(주)대진,48983,2022,
17286,삼기산업(주),48988,2022,0
17287,아이세로미림화학(주),48995,2020,
17288,협동대형열처리(주),48998,2022,0
17289,(주)가야특수강,49005,2019,0
17290,(주)지피앤피,49011,2014,0
17291,(주)한양인더스트리,49016,2022,0
17292,(주)한도엔지니어링,49017,2022,0
17293,(주)명성학원,49020,2014,0
17294,(주)한영시네마라이프,49022,2019,0
17295,주식회사세계로,49023,2022,0
17296,(주)현대하이텍,49035,2022,0
17297,(주)청화종합감리공단건축사사무소,49039,2019,0
17298,코스테크주식회사,49044,2022,0
17299,(주)이스턴,49050,2022,0
17300,덕지산업주식회사,49052,2022,0
17301,(주)세원,49053,2014,0
17302,(주)우익반도체,49054,2022,0
17303,한신개발(주),49058,2022,0
17304,월드브리지산업(주),49071,2022,0
17305,주식회사유아이헬리콥터,49084,2017,0
17306,(주)플라벡스,49086,2022,0
17307,주식회사남전상공,49091,2022,0
17308,(주)디엠케이,49092,2019,0
17309,그룹엠코리아주식회사,49099,2022,0
17310,광명건설산업주식회사,49104,2022,0
17311,우창산업주식회사,49109,2022,0
17312,월드물산(주),49110,2021,0
17313,주식회사대륭,49113,2022,0
17314,(주)지산물류,49114,2019,0
17315,(주)엘앤비인베스트먼트,49121,2022,0
17316,(주)다보링크,49126,2020,0
17317,지텍주식회사,49128,2022,0
17318,(주)한빛향료,49132,2022,0
17319,(주)한빛레이저,49135,2022,0
